,0
Kyler,-1.860647181
Vital,-1.86106995
Pi,-1.862410486
Nuccimain,-1.862507075
NawG,-1.863203304
MrMeaner,-1.863705089
Scape,-1.865136182
Bosko,-1.865452137
WHAL3,-1.866194097
CHICO,-1.866517659
Ugly,-1.869945811
Just,-1.87078775
Ikea,-1.871338502
Smiles,-1.871565109
Mage,-1.873589539
Savidge,-1.873589539
Amplas,-1.875881411
Ene,-1.877733587
uberfig,-1.877919092
Slade989,-1.878478177
grrg,-1.879125699
BowserGuy,-1.879177678
Andreas,-1.879225529
BRamZ,-1.879363325
Kellex,-1.879418775
Cheif Keif,-1.880240371
Lamanth,-1.88516212
Cowboy Dan,-1.890143181
Lange,-1.892090994
JaggedCole,-1.894265194
Wills,-1.894565023
Eigen,-1.894802017
AD,-1.895466511
shyguyking,-1.898308492
RIF,-1.900691661
Leafme,-1.901494536
Gormful,-1.901865069
Dio,-1.90369526
Teddy Lee,-1.904384002
PresidentMocha,-1.905083078
Jose Joestar,-1.905817573
Gainz,-1.906769716
Cruelty,-1.908740623
RoBoat,-1.914221841
dimsum,-1.91485776
Lultam,-1.915148554
Matty,-1.916549604
Crybaby,-1.920697462
Chadwicc,-1.92261213
Krisspear,-1.922953492
Bentendo,-1.923325919
Froyo,-1.923586047
Oaty,-1.925589862
Shu Shine,-1.926926066
pink305,-1.9302735
Chuckle,-1.93056652
TheGreatDabsby,-1.932236429
JIAH,-1.933359486
SkyDive,-1.934341932
Felipé,-1.936268145
Cloudy,-1.937342707
Blake,-1.939508652
Schuetz & Ladders,-1.940258934
Zagnes,-1.945669681
Noxris,-1.947308934
mint,-1.948588039
Smuckers,-1.94879781
baby,-1.95000128
futilejoyrider,-1.950890312
Lamonster,-1.951719266
Doctor Dick,-1.95413342
Aman,-1.954618179
GhostedQuadStack,-1.956792824
Sokokopuffs,-1.95796132
Mariofoe,-1.958603822
CuppaJoe,-1.960205776
v0re,-1.960416174
Shuckle,-1.962396994
Wes,-1.962765805
Drako,-1.962962441
Eru,-1.964625684
Savestate,-1.96688603
Gibbles,-1.968289601
NickyB,-1.969087818
TheMonsterFromMunsteur,-1.970502034
Riko,-1.970851068
NoWolfPack,-1.97231409
dalbald,-1.978484312
zeventien,-1.980173762
Kim$$$,-1.981023507
blazerboy,-1.98182623
Inka Dinka Doo,-1.981897143
PraisedBeScrubby,-1.983208575
Raws,-1.983246319
Topher,-1.983595452
ENSIS,-1.984146087
Jaywalker,-1.984934381
Funktrocious,-1.988180903
doome,-1.988452812
keeta,-1.989020954
Loadspiller,-1.989202146
Jactus,-1.990269582
Volume,-1.991016814
Andu,-1.992850873
Sven,-1.996681496
D3lighted,-1.998693653
TehC,-1.99882674
Sami,-2.000553166
MrMcRainbow,-2.000872508
Tw!nk,-2.002953443
Pawn,-2.00440965
JoeCarboxyl,-2.005448908
Cheezus,-2.005512038
Bungo,-2.007166309
Henke,-2.00745234
Timmy-P,-2.015347675
2ShotKO,-2.01775115
Seltzer,-2.017769161
Bin,-2.017897599
McDunzo,-2.019114395
Shrug,-2.023842214
Sea D,-2.026627809
KGP,-2.027225396
despair schlag,-2.027258154
Dro,-2.027531106
Krab,-2.030881597
Axon,-2.034086902
Sang,-2.034103021
Sunken,-2.034620212
Skuxxyy,-2.03544035
Torch,-2.035567714
Aztec,-2.036104888
Fzyx,-2.037794864
Sur,-2.038481105
Big Doinks,-2.040415154
Bootstrings,-2.041656557
BroChill,-2.042217888
Bori,-2.047449228
steze,-2.051047477
BLG,-2.05119128
LSDX,-2.051291641
Derdian,-2.052338361
Freya,-2.054530562
Funk,-2.057068236
cmona,-2.058032306
Irv,-2.058043197
Giz,-2.060627855
DexterousChris,-2.060709702
Junco,-2.065232357
Jung,-2.065603349
Gulu,-2.06769606
grazi,-2.067899326
narrow jibs,-2.070856743
K-so,-2.073287615
YelloCake,-2.073545726
Chipotle+,-2.075270473
LoreAx,-2.075385254
Ryder,-2.07539974
Kered13,-2.075759681
Tam,-2.07753978
ninji,-2.077656787
JakeBake06,-2.078317201
stickman,-2.07840976
Kamar,-2.079005898
John,-2.079908131
Chef DI,-2.083748135
LazyDo72,-2.085149023
Pang,-2.085194994
HVAC,-2.086299803
Ego Check,-2.087098213
chacalaca88,-2.089489409
Myzt,-2.094554745
aeoluxar,-2.094668915
Carter,-2.096717755
mar,-2.097048035
Emily Hexadecimal,-2.099362494
Pochilin,-2.10009041
LSD,-2.10277209
KoZ,-2.104238453
snoboarder,-2.106550285
Ogdog,-2.106835956
Otter,-2.110355373
Hypn0tiq,-2.111164813
119J imgur.com/jD77WGE,-2.113327011
Slick,-2.113411961
freakinsuk,-2.114271661
MurphyPrime,-2.1143596
SFC1,-2.115813833
ginj,-2.118214195
Ghast,-2.118983886
Caligula,-2.119739065
Admiral Zhao,-2.120281349
BChu,-2.120736005
Kale,-2.122204491
Toasty,-2.122759094
Ovenn,-2.123809324
Party Poison,-2.127355617
Doublejump180,-2.127385136
Zamu,-2.128228871
Casual_Flasual,-2.130968805
Rich,-2.132502885
Valioes,-2.132541457
CandyCapKing,-2.134448623
SHOCKRA,-2.13482942
wAwA,-2.135650668
Derpington,-2.137589178
klucers,-2.137863644
Seft,-2.140846728
WoogieBoogie,-2.142475179
CrossFitJesus,-2.142569899
Graeme,-2.143127002
TheRed,-2.144875857
Oops‽,-2.14547259
ARedLawnChair,-2.147633903
SAMJA,-2.147699017
33 toes,-2.14990452
Vicci,-2.153655648
Josh,-2.153793118
FoxyGrandpa,-2.157222234
davegnarly,-2.158058416
Homie Nick,-2.160320686
noxd,-2.161926117
JohnnyEucz,-2.16251747
Z33T,-2.168236864
sarinomu,-2.17089623
ohsnaplol,-2.173614576
Peridot,-2.173719875
p$CHMONEY,-2.174815083
Urn the Cowpoke,-2.175388064
Nation,-2.176804851
chenboy3,-2.180441196
Dudewithgames,-2.181770445
Rapp,-2.182963681
Deep Fox,-2.183476368
Dabest,-2.184466702
Sneaky Neek,-2.185797047
FIZIX,-2.186741317
rom,-2.190604472
Pasta Daddy,-2.191529776
FoxHyode,-2.191586117
T6nk,-2.192245727
Heartbreaker,-2.19248078
Doof,-2.194768737
Teabag GOD,-2.195100234
Holy Warrior,-2.197495764
idea,-2.198570745
SneakyPotato42,-2.199308043
Rudo,-2.19947407
Groot423,-2.199693437
Deer Man,-2.200338008
Yeti,-2.201078382
Bloom,-2.201431309
GoodRum,-2.201513851
Syrup,-2.20473954
Revolver,-2.208225294
Gut,-2.208770376
Joey Donuts,-2.20902218
Scrubfish,-2.209717849
OOPP,-2.215189911
Cripto,-2.215819547
Sazeny,-2.21736668
Truski,-2.217391259
Turlit,-2.220735291
Deuceswild21,-2.221884983
Redoxking,-2.222288693
IHOP Dan,-2.222864589
D4C,-2.225816041
Awkward Seal,-2.226550104
PN,-2.226626533
McChunga,-2.22671828
Slowking,-2.228732455
Ruka,-2.229997865
Chuck,-2.230731551
Pewqazz,-2.230825727
maya,-2.235122144
Flow,-2.235730757
Vincessant,-2.236101867
Brimp,-2.237147703
Meefa,-2.238286199
Moist Pants,-2.239515512
Popje,-2.240233817
Luke,-2.240353067
barrybonq,-2.24090477
Rhylum,-2.241035643
ShaFeelMe,-2.241600039
Tuesday,-2.241782845
nytcrawler,-2.241871346
Full Mast,-2.2419087
Le_Vinny,-2.242073092
duncc,-2.242227038
Rizzy,-2.242721796
Theo,-2.245295915
Nick Fanta,-2.248492498
G-race,-2.250408176
Sybran,-2.250982452
Acuity,-2.251711163
Pradagyy,-2.252493425
Derpy,-2.252656036
RageBrigade,-2.253357431
The Beastly E,-2.253599109
frankerj,-2.253725596
NatureBoy,-2.254342689
D-Mal,-2.2555422
Saru,-2.255761597
Karnage,-2.256187703
Names,-2.258835481
Osiris,-2.259078974
Albatross,-2.26042383
Friso,-2.260565003
The Dark White,-2.260862436
Falgar,-2.26097355
CallumSLG,-2.261205069
BoyNamedCrow,-2.2613357
DGO,-2.262457401
FrijolesBayos,-2.262642197
Titanio,-2.262642197
JMOD,-2.262981449
Fenrir_the_Great,-2.264733342
Bigfoot,-2.264955577
Vimber,-2.265099125
moose878,-2.265598454
gooby pls,-2.265784254
GorillaTang,-2.266503705
Lord ViviS,-2.269089824
Skips,-2.269089824
Zaddy ;),-2.269300223
ProGamer Niko,-2.26940029
kla,-2.269659811
Superhero!,-2.270409586
TY,-2.270506424
Sensei,-2.270736334
smock,-2.270804867
Floppy,-2.271170916
Pr0jecT,-2.271458571
Teo,-2.272159364
zberg,-2.27274708
Art Vandelay,-2.273193021
aemata,-2.273799859
Marth Zuccerberg,-2.273865431
Blackstar,-2.274429705
Geistermann,-2.274817341
touchTheGoose,-2.275443816
Reverse Bris,-2.276126921
SuperY,-2.277230425
inversiOn,-2.277230425
Dwamk,-2.278263001
Funk Doctor,-2.278878711
Kin,-2.280060076
Shambleer,-2.280203602
702,-2.281357869
The Ganon Cannon,-2.281357869
Chardlos,-2.283926746
Petrikov,-2.284022274
Himes,-2.284443385
Charlie Wu,-2.284662195
Koala,-2.284734299
Asta,-2.284928396
tyotyo,-2.285124863
Grvty,-2.285378388
Soos the Moose,-2.285411472
Reesey,-2.285491847
Footloose,-2.28561071
Drewx2,-2.286493282
roflnog,-2.287021903
Burninator,-2.287948251
RegalTangent,-2.288000802
Wan Die,-2.288037789
Oldmanlink,-2.288299119
dotjpg,-2.288366451
Drunkle Whiz,-2.288828177
Beej,-2.289503848
Photonic,-2.289831495
astro robin,-2.290071958
Putter,-2.290196767
LRUN,-2.290543773
DJ. Dickdown,-2.290969712
Boot,-2.291174935
Bob Sacamano,-2.29206964
elclid,-2.292120002
trades,-2.292586397
dom,-2.293718553
Dr. Sage,-2.293967339
Galeforce,-2.294227182
GreyArsenic,-2.294341923
JeffMaHomey,-2.294632994
90sGamer,-2.294759258
Luckstruck9,-2.294959996
Cho2,-2.294984519
Vicious%,-2.295538388
Dacu,-2.296014189
Tribe,-2.296054789
T. Richard,-2.296574273
Fade,-2.296898132
Neasybar22,-2.296982432
Spoon,-2.297913591
Independent,-2.298394226
Evans,-2.29841813
Nike,-2.298532993
Cultist,-2.299086841
Glen,-2.299331053
Ober,-2.29933989
wav,-2.29937833
gdaddy,-2.299668492
Puppy,-2.299924492
JDip,-2.300661492
MoHummus,-2.300661492
YEET,-2.30092483
300%,-2.300978318
Malart,-2.301487584
kazah,-2.30221675
Nephilim,-2.302221399
Doodlebug,-2.303039884
PomegranateTea,-2.303171559
Braf,-2.303373399
Choices,-2.303597712
tvomusic,-2.304580157
T,-2.304709205
Gluckiee,-2.30488589
Koder,-2.304946985
Lazarous,-2.305746948
goodfeel,-2.306137064
Cee,-2.306798283
Mike,-2.306954364
RosiYY,-2.306976606
Chef Daddy,-2.308074518
nomaD,-2.308074518
SpideyJ,-2.308307805
Beans,-2.309076429
bangiras,-2.309180367
AV Ultima,-2.309741319
Merlin,-2.310422152
Jesusssocks,-2.310991374
ShineThief,-2.311072386
TDON,-2.311072386
Captain Schfifty,-2.311811113
Nagy,-2.31200185
Craig Pelling,-2.312418415
Pimpsparce,-2.313226509
Blowfish,-2.313300944
Yuzu,-2.313922879
IMDRR,-2.314359735
GunfighterJL,-2.314781298
HecticMath,-2.31625978
Synoza,-2.31659979
Bladewise,-2.316858959
ShineSpike,-2.317293653
HTHG,-2.31789695
Black Mario,-2.317961136
CrazzzzyyChris,-2.318162298
Heff,-2.318547756
8=D,-2.318992151
Biff,-2.319416307
island,-2.31983669
gh-andi,-2.320536619
Noli,-2.320927
snek,-2.321386829
tomatoartillery,-2.321761524
Knight1111,-2.322265823
Ysbryd Mawr,-2.322728733
Bonntoes,-2.323422959
Nathan,-2.325467092
TheTayTayPls,-2.32615122
Stanky,-2.327374848
Masa,-2.327491553
NemosDeadMom,-2.327916519
Malch,-2.327927238
Kielor,-2.32884446
BoxCombo,-2.328939401
roosterjones,-2.329345838
neighbor,-2.33161765
Barcode,-2.331665403
Woof,-2.332436103
Prufr0ck,-2.333202586
aLow,-2.334122002
BobRossOfTheKitchen,-2.33458931
PoopDollar420,-2.334738306
Big D Squirrels,-2.335006525
MRSAlezz,-2.33522925
maximus,-2.335241281
Welz,-2.335566212
Prisinisim,-2.335782618
Adamo,-2.336363895
Marco,-2.336703247
Inphinitii,-2.337549803
PupuDoodoo,-2.337624974
buttpounder420,-2.33772198
Hobbit,-2.338698187
Goondy,-2.338876891
Egg$,-2.340518643
Moderns,-2.340606911
PoonTycoon,-2.341835089
Sakura,-2.342104332
AFW,-2.342241347
phiLine,-2.34357578
Shlomo,-2.345055553
GoodGuyKevin,-2.345191432
Falcopussycrush,-2.345355131
PannaCotta,-2.345499496
EnanoGee,-2.346579636
DBZ,-2.34669949
Tovl,-2.347511113
Lo Wang,-2.347714085
EG,-2.348256754
Zeno,-2.349018332
xlvr,-2.349041862
LokO,-2.349349883
Lil' m,-2.350315488
catelt,-2.3503529
Fireblaze,-2.350704298
itchy,-2.3518441
Chords,-2.352073746
Astrod1rt,-2.353710221
Genie,-2.355342199
Vanguard,-2.355861107
Greenzo,-2.35723154
kipp,-2.357290049
Colony,-2.357765466
Lockon,-2.357946117
Wonov,-2.359041017
Captain Puff,-2.360675374
zasta,-2.360945954
luca,-2.361153508
Mattox,-2.361529745
Vladimir Leffen,-2.361541843
Hackerman,-2.362966032
Greengogg,-2.363062854
Daze,-2.363410804
Iko,-2.363770322
Latinofriend55,-2.363787981
Dust,-2.364923034
Yahiko,-2.364936939
Corndog,-2.365194573
phoenix2448,-2.365733714
Faux,-2.366276052
Junior Mints,-2.366742138
Nightshade,-2.367248735
porcupine,-2.367791186
sippy,-2.367825635
Haunted_X,-2.368382825
$wank,-2.36838564
SNUT,-2.37046258
Goosekhan,-2.370750876
Fidilduck,-2.370765889
CalAmity,-2.371082166
gas,-2.371284741
Good Handwriting,-2.371627424
Dash,-2.371670397
sam753391,-2.371701074
gamarad,-2.373364215
Here2Ball,-2.375115326
Sunnyknight,-2.375725237
Tobiitto,-2.377066296
MrCoolSponge,-2.377129184
Rivers,-2.377573814
mysticfedora,-2.378512231
Tourmi,-2.378903906
BootyMasterInfinite,-2.378930112
donpig,-2.380174634
MamaBenji,-2.380357262
Omelet,-2.380429301
Punching Bag,-2.381083463
Chadrick The Wise,-2.381622046
Synergy,-2.382876003
Acholight,-2.382974708
Nintrevdo,-2.383022757
JWinks,-2.383089628
Trip Sucks,-2.383155344
MiO?,-2.384984386
terepic,-2.385752972
Ramo,-2.38608622
Nectar,-2.388161437
Just John,-2.388881252
Dformed,-2.388943656
Tripper,-2.38921938
Ritz,-2.390038853
gnoggin,-2.390493776
BlankFool,-2.390514563
Trivago,-2.390971445
Ace4ever,-2.390986513
jtetter,-2.391148012
Manime,-2.391464718
Tacoshack,-2.391739003
MrPandasian,-2.392390987
NoPressure1,-2.393313961
Jury,-2.393804027
scott,-2.394173576
PerryG45,-2.394678926
T. Webb,-2.397084032
Pepeguy,-2.397543098
ButterJiggy,-2.397674448
Hartha,-2.397789058
2006,-2.398039075
Kneeper,-2.398448639
2FB,-2.399300171
Mr. Mojo Risin',-2.399414098
BonsaiWarrior,-2.399805914
Mot$,-2.400139207
GeneralNefarious,-2.401211004
Juice,-2.401241223
wub,-2.40126048
Clank,-2.402206634
CJ,-2.402469446
Yummyness,-2.40340799
Bobby Barbecue,-2.404743657
myk,-2.404873532
Suspense,-2.405694565
Velos,-2.407528492
Zealous5000,-2.407769266
Jayelectron,-2.408026539
Bojo,-2.409908283
walsky,-2.410007979
Zonefox,-2.410198202
Captain Pretzel,-2.412421854
Segastar,-2.412581253
SaggyStardust,-2.412661429
emoDinosaur,-2.412967863
Rambo,-2.414988681
Flask,-2.415758013
Kap,-2.415973514
impoor,-2.416174238
BB,-2.417079753
Lady Hufflepuff,-2.417173753
SLKツ,-2.417219572
ADR,-2.417928994
Wirsun,-2.418749148
Die222,-2.419649892
Dr. Greenthumb,-2.419978809
pattywagon,-2.420054318
Lilo,-2.422348869
SpaceCowboy,-2.422372041
Big Daddy Cox,-2.422529632
juno,-2.423250142
Smoke,-2.423400467
Astra,-2.423875045
Speck,-2.42429689
carrot,-2.424589601
Mr_Dr_Higgins,-2.424596899
HYSTERIKYLE,-2.424620939
Mosh,-2.42509898
Double D,-2.425954874
Cliffhanger,-2.425979381
SunWalker,-2.426554708
Crowken,-2.427364192
Kaisano,-2.42799125
DrewNG,-2.428102736
AbsoluteBoard,-2.428544568
JM,-2.42972963
Snacks,-2.430315208
groenn,-2.430831788
Tolbee,-2.431000757
Mr. Fingers,-2.431680284
Faceoff,-2.431878091
Balu,-2.432608808
yanjo,-2.433205928
Lasagna,-2.434115769
Daddy's Cammies,-2.434998773
Minteafresh,-2.435277655
Loscar,-2.436155419
Ceruleon,-2.437128553
rose cat,-2.437131839
Just Jason,-2.437642826
Orji,-2.437777509
Carnage,-2.437887661
Limittzz,-2.439608018
Stoof,-2.439608018
Mr. ZiggZag,-2.439648316
Cheese,-2.440395525
Wepeel,-2.440778445
shwang,-2.441086055
woah,-2.441274262
Mustard,-2.441411322
Nag,-2.441411322
melkor,-2.442302577
NeutronS,-2.442711293
ThisSideDown,-2.44391005
Autobahn,-2.444962269
BooRadl3y,-2.445736241
Pengie,-2.445756576
SooperApple,-2.446725951
Traplord,-2.446783957
Stevenator,-2.447379955
SecretAgentX9,-2.44773974
Twist,-2.448138996
Scuba_Steve,-2.448336882
Frosty,-2.449048732
strawberrywinter,-2.449048732
Grizz,-2.449282588
lutte,-2.449520181
Darv,-2.449520181
typo,-2.449765513
Wife,-2.450576693
ARMTOAST,-2.451085989
Jfro,-2.451109477
ZBomber,-2.451889189
Khartoum,-2.452559229
Ambu,-2.453167836
Fission,-2.453433629
Leonine,-2.454193909
GUY,-2.454514385
ight,-2.455073671
Mariposa,-2.455544566
DoggoWithABloggo,-2.455618221
Wasabi,-2.455915209
Ubik,-2.457694189
Pancake mix.,-2.457989756
Genlife,-2.458706974
Floats,-2.458993249
Tetsu,-2.459059294
Slurm,-2.459294069
SLIM AL,-2.460081028
MrWednesday,-2.460618948
Puglover,-2.460723835
Smooches,-2.461858385
U.F.O,-2.46210065
DeathMelon,-2.462510844
LukeGirard,-2.462510844
CaptainJD,-2.462762928
Wrdstang,-2.462791014
Crypt0,-2.463354441
Killua7,-2.46417042
TimeChain,-2.465012534
banco,-2.465100417
ChibiMiharu,-2.465228787
meebius,-2.465693789
Keith,-2.466887172
PJAMS,-2.467453082
ProZak,-2.467915526
Sunny D,-2.46980123
Mattchu,-2.470086815
Seen,-2.471150908
Thumper,-2.471261926
Ms.Minty,-2.471377334
Might Still be at golf,-2.472638955
Gregxry,-2.47337182
Ray,-2.474064488
BubuSnoWy,-2.474147296
White Kevin,-2.474147296
Mako Tsunami,-2.474190186
Coach Mystik,-2.4745376
dantef41,-2.474641298
Monty,-2.475549667
BLAST,-2.476896898
HomingBeacon,-2.477263655
Scorpiator,-2.477379348
Mr. Success,-2.478270804
Keys Open Doors,-2.478972891
PiKA,-2.479496299
Jordova,-2.479675812
MrHappy,-2.480128183
Tyuip,-2.480211972
narwhal,-2.480372781
Mode,-2.480469031
Nomog,-2.480543494
Rolyat,-2.480543494
windag,-2.482400187
Goaty,-2.484392241
Ariz,-2.485177344
SK,-2.485583894
Wankershim,-2.485976125
Mambo,-2.487472895
Jefe,-2.488092246
Kipz,-2.489673289
Freean,-2.49061373
Marlon Brando,-2.49140542
Freed,-2.491948473
flac,-2.492326937
WIREDDEUS,-2.493740471
Hak,-2.494046012
Doctor Hu,-2.494852485
a horse who can drive,-2.495480144
OC Mike the Franchise,-2.496106916
Galvanize,-2.496375586
OrangeJuice,-2.496670854
Dwin,-2.496750723
Declan,-2.49694309
Poe,-2.497314002
hacob,-2.497440375
fudgepop01,-2.498394953
Phil Collins,-2.49891271
Wayne,-2.499894029
Ozen,-2.500542695
Nitchell,-2.500619759
efthymew,-2.500670626
Kablooey,-2.501511435
MacSlaya,-2.501854668
Friend,-2.501934097
fero,-2.502143104
KevinsHotDad,-2.502811424
Pope,-2.502958465
Dev,-2.504096002
Uvi,-2.504096002
Fat Chance,-2.504347437
ChaoticToast,-2.504600961
Onyx,-2.505046772
fsmf,-2.505254561
Spaceman,-2.505583711
ArcadeGuy,-2.506113125
meredith,-2.506622989
Ajred,-2.507436082
OJeezOMan,-2.507455443
Blond Jesus,-2.507553324
DJ,-2.51269664
TheBattleRifle,-2.513975537
KSquared,-2.514004812
The Larch,-2.514237672
Humble Dojo,-2.514851767
askdfjlas,-2.515200838
VMPR,-2.515749386
Twister,-2.516093704
KimG,-2.517628035
Shabby,-2.517811182
DoubleC,-2.518159995
Rupee,-2.518159995
Mexican  Spongebob,-2.518721821
Sheep,-2.518783471
Destinite,-2.519484133
seadoggos,-2.519535171
Oleyy,-2.51991741
St. Emma,-2.520152915
Pax,-2.52167733
0rangeSoda,-2.522282806
Dist,-2.523455058
Manticore,-2.524919132
Coptic,-2.525046287
Fudgiclez,-2.525275644
Lane,-2.525321015
BIG GREEN,-2.526073148
StatusKuo,-2.52639305
WeSkillNow,-2.526429414
Grishnakh,-2.526702707
Ref,-2.526790925
Giygas,-2.527654027
Badguy,-2.527903253
Salvo,-2.527903253
Droste,-2.528661838
Bobbybanana,-2.529692691
SandSentinel,-2.530234003
Markoto,-2.530502131
Chrys,-2.532917574
Lamp Salesman,-2.533720915
Pizza,-2.533774839
Gobrin,-2.534276583
paulkorean,-2.534824088
Sgt Nordenstein,-2.53482708
erikon,-2.535444645
Fever,-2.535719339
Abendrake,-2.535729523
Alex Goop,-2.536372681
WALLY WEST,-2.536999687
KT Soft D,-2.537277348
Dorizzle,-2.539056388
DRock,-2.539823864
Benjie,-2.540011735
Papa Pigs,-2.540063583
Herrington,-2.541080401
Chopstix,-2.54256937
Lord Laika,-2.542581461
JoeySweatpants,-2.543239057
BreadMaster,-2.543404925
aaronkaa,-2.543404925
NovaJoe23,-2.545072153
Lowercase hero,-2.545638996
Bante,-2.545948659
Elex,-2.546018261
jabobster,-2.546316343
SonicCynics,-2.547203618
Neutral Start Productions,-2.548007879
ABZ,-2.549413151
Gmarxist,-2.549661103
Megi,-2.54980888
Peenapple Jones,-2.550057658
Yaer,-2.550821763
Jonesy,-2.550899148
Neenor,-2.551050396
Slopdog,-2.551297563
rissotto,-2.551692433
Leaf,-2.5518648
Daouzin,-2.552451164
KaBoom,-2.553229499
Reese,-2.553298698
Wolfii,-2.554546215
DADY,-2.556087042
Reivax,-2.556726883
Knifeman,-2.556979534
rosegold,-2.557697651
DownTownBrown,-2.557959739
Geuser,-2.558408784
Cattywampus,-2.558702238
Gordman,-2.559018782
Gladius,-2.559774753
Saucy,-2.560068743
Who?,-2.561011625
Graviti,-2.561520612
HighImBatteriez,-2.562167375
Xnylhsa,-2.56313902
Diet,-2.564462954
JTalk,-2.564897057
Vintage,-2.566942262
Expansion Pak,-2.567004628
Slifer,-2.567437648
Krishna,-2.568010498
glublord,-2.568122519
SHTIG,-2.568289113
Paintdots,-2.56881362
Red Sheik,-2.56885196
Mana,-2.568995203
Hennessy,-2.569188072
Cyrus,-2.569534313
水流,-2.569703537
Pomegranate,-2.570309648
draconicon,-2.570396261
Ash,-2.570722157
TheCrimsonBlur,-2.570827217
Fleedle Deedle,-2.571741103
Zia,-2.571898154
Bandit,-2.572081834
Erik Reeds,-2.572634184
Nerds,-2.573735853
BoxMan,-2.573762853
A1-EX,-2.574793576
Imax,-2.574881368
pompom,-2.574923563
TheNickCallan,-2.574987161
Cthulhu,-2.575676322
reslived,-2.575857273
Jawsome,-2.57626063
Desmindo,-2.577245009
DoomWarrior,-2.577334861
Ethaaaan,-2.577723776
Captain Snacks,-2.577862407
Chibi,-2.578226507
Skitch,-2.578685214
Alta,-2.578754948
jpo,-2.578966425
XrevoX,-2.57936737
peegert,-2.579857283
I Know Right,-2.579984509
Bag$,-2.580408695
SolarBoy,-2.583815537
Cloud7831,-2.587950003
Mista,-2.589141936
iKrager,-2.589402938
Six-Talez,-2.589427445
Third Strongest,-2.590040921
bearRimshot,-2.590677246
J-moo,-2.591446845
Arcanus,-2.593238137
dwhite,-2.59456505
Yho,-2.594958023
Unanimous,-2.59597105
Meziic,-2.596273836
Sprocket,-2.596832312
MiN,-2.597079135
Spy,-2.597227221
1%,-2.597649709
Sketchy,-2.598195206
Zioxiis,-2.598630301
Kreuz,-2.599801793
Dr. Grin,-2.600864012
Dump,-2.600881282
Fruit,-2.601408449
W33DMasterSexay,-2.601685798
Brick,-2.601797163
Kaizen,-2.602407108
NSPV/Berk,-2.603245131
Lavender!,-2.603484252
ClyveDaddy,-2.606058
20thCenturyBoy,-2.606146023
wasd,-2.606361434
An Amputee,-2.606628553
Mushrooms,-2.606766017
Shika,-2.606905123
QTIP,-2.606909752
New Guy,-2.607266046
Pies,-2.607302362
AlexanderB,-2.608477556
Hunt,-2.608932331
Foxma,-2.60982584
ShredderN64,-2.610359779
JJX,-2.61208476
Slippery Boi,-2.61208476
SwitchBae,-2.613923236
Joshie,-2.614897595
Hunk,-2.615065244
Vaio,-2.615993856
flowerdog,-2.616218365
Eriq,-2.616513595
Abdi,-2.616950999
Boyz II Mensch,-2.617897432
nocito18,-2.617897432
sharko,-2.618554107
g-su,-2.620094174
Halo,-2.621091278
downeysoft,-2.621091278
Elly,-2.62328782
Skeptic,-2.623302345
JDOG,-2.624043843
DHAC,-2.624301258
Treeaye,-2.624616818
poodleskirt,-2.625307419
witness,-2.625413608
Frog,-2.626900359
Shad,-2.626953644
Doughkey,-2.627590279
Rews,-2.628889037
Flashback,-2.629058015
Loge,-2.629117338
DVD,-2.633011335
Kumi,-2.634527575
Primo,-2.634845516
winglord,-2.637054923
Frycook,-2.6382367
Braindead,-2.640352753
xtl moss,-2.640647238
Bitts,-2.641313748
MaybeBrady,-2.641604824
Performance Artist,-2.643070451
Zepho,-2.643162952
Mackcub,-2.643281761
Keystone Light,-2.643970581
Leon,-2.644141605
Dirty Dan,-2.64458183
Vertigo,-2.644733187
BEEBZ,-2.645679149
GWen,-2.645860723
Oak,-2.645919178
Sheeno64,-2.646690265
mumzy,-2.647600947
Fractal,-2.648459458
PALL,-2.649187375
Sothe,-2.649478296
Aaronitmar,-2.651392041
fart snort,-2.651558376
Fluzi,-2.651682872
Mr.E502,-2.652259827
Weasel,-2.652780158
DrossSylph,-2.652827199
arby,-2.653323933
dog,-2.654032706
HotNCold,-2.654707028
Blux,-2.654732581
Fragems,-2.655456774
STAFI,-2.655803434
Master J.J.,-2.656105631
Tagless,-2.656915322
No Name,-2.6569864
Sorry,-2.657057073
Borchmore,-2.658828251
Orchard,-2.659066228
Tammerath,-2.660576325
Rico,-2.66084353
MFS,-2.661249941
Mathieu,-2.662005901
Vorpal,-2.662477697
orangesya,-2.66274465
ToastyBunBun,-2.663664995
Twentystreet,-2.665361507
Juiceboxz69,-2.666241679
Dorshii,-2.666305733
Hoosteenie,-2.66681542
Raikou,-2.666888569
Venelox,-2.667639674
Dak,-2.669120219
j.A.w.5.,-2.669295999
MMX,-2.671016676
DarkMeat,-2.671743905
LostandFound,-2.671775316
el,-2.672217954
jumboSHRIMPS,-2.672717254
Boyo,-2.673947623
2Fernz,-2.674384397
Browningtons,-2.674953435
Brey,-2.675663513
D-Mac,-2.676311733
Vladi,-2.676371836
Zedy,-2.676737655
ross7alex,-2.678303354
74,-2.67956221
Chewiebacca2,-2.67956221
Trainer Olaf,-2.679622888
Whis7,-2.681418121
E. Werky,-2.682493257
Wisdom Cookie,-2.683118098
SwanDawg,-2.683338974
Cliche,-2.683729081
Slug,-2.68446774
Secondhand Clam,-2.685586088
D_FFY,-2.686270151
SAUCE,-2.686317085
JuiceEverywhere,-2.68750237
SoupOrJuice,-2.689035173
LiLzPotato,-2.689276023
