,0
Hoodcash,-8.209539393
Vidya_James,-8.249943465
Jagr,-8.255531634
QZ,-8.259487297
Poz,-8.261398133
Banger,-8.262708991
Regi,-8.264856932
bye7,-8.275280264
Killablue,-8.293710087
Ender,-8.298836106
AwkwardCoitus,-8.300259194
Raidos,-8.316437842
Adam Duncan,-8.333477989
lexor,-8.346151947
Stalix,-8.351555435
Wei,-8.356109501
NickMangler,-8.362285121
Silo,-8.377191611
Kevho,-8.390348274
Azy,-8.41089098
wack,-8.414906277
Miranda,-8.421071069
Elost,-8.422163747
gegi,-8.430305441
ScrubUp,-8.432707914
Breloom,-8.466038752
Motzy,-8.476471597
LISP,-8.488127962
Dogs_Johnson,-8.488956881
Derk,-8.50433509
Animaster3000,-8.507550142
Krispy,-8.513073687
Ganonborp,-8.518964918
BSWA,-8.519254411
dinner,-8.540052546
Majersk,-8.54090022
handheld,-8.545612448
Galax,-8.546184093
Hutch,-8.565835453
Natendo,-8.583467466
Debgivemeanotherchance,-8.591399278
Cole,-8.621812184
smus,-8.622434663
bensw,-8.636938723
Ryan Ford,-8.638947204
Echo,-8.639779973
Axis,-8.662330439
Alienboii,-8.681987357
Afro,-8.729770033
Nautilus,-8.750069193
supersven,-8.785967853
Rococo,-8.794589088
Lawngarms,-8.860985829
Uber,-8.863926791
Lego,-8.883743709
Figment,-8.90495363
Destinyfan,-8.923972566
SDeems,-8.941847114
Billz,-8.965975497
Rockin,-8.976932555
Hacky,-9.000993512
Badboi,-9.011271243
Zephyr,-9.042647911
bye8,-9.059733397
Alice,-9.064107931
Coriamon,-9.084437202
Anasazi,-9.103925802
Warmmer,-9.12297973
bob,-9.147619603
Bruising,-9.177120189
rene,-9.187957305
Yashichi,-9.20768204
Douglas.J.Gov,-9.209472594
Tomago,-9.237639334
JoJo,-9.23977498
Rappsody,-9.266239289
AlyJ,-9.279117445
Boredzter,-9.306304038
Kodachrome,-9.332447973
Babaganoush,-9.346473627
M.A.C.,-9.363449003
PayTron,-9.414097925
Free Palestine,-9.440006767
Isaac,-9.445604111
Lunar Dusk,-9.460080362
MrChuckles,-9.463306891
Scoob,-9.476448778
Friendly Juice,-9.477732713
Overlord,-9.47971783
Johnthundr,-9.483766287
Peanut,-9.491767908
bye2,-9.535581804
JB,-9.561911433
Butt,-9.582880446
Barrett,-9.600890666
bye13,-9.609746733
Ott,-9.657119247
Soup Dumplings,-9.733699154
Gsai,-9.736235676
Sep,-9.74146759
Sizzler,-9.774816041
Manko,-9.790331153
Franco,-9.802892254
JJ,-9.810211304
Dodger,-9.819039481
Pluip,-9.845309051
Flame-$,-9.879753271
Kevin,-9.881404405
prsmo,-9.891651065
Bees?,-9.898014471
Village Mascot,-9.936249808
Griff The Jiff,-9.936576511
Tikky,-9.941204537
KDEN,-9.953516905
Rickyj,-9.960004698
Era,-9.979271347
Pollen,-9.998811906
Dirt,-10.00802715
milkless,-10.0149353
Norby,-10.04544716
Boarder,-10.05188719
ScrapBrain,-10.11524265
LARS,-10.1620462
Real Dingoes,-10.16728919
flomoney,-10.17952517
Chobbbbby,-10.19391726
leahboo,-10.21528394
Kiddo,-10.22788473
JOATguy,-10.23393945
Napkins,-10.30663921
Dawson,-10.39454216
Woley,-10.39701621
Jack Kenney,-10.5321811
Kaiser,-10.56532351
Ryuker,-10.60117871
Blue,-10.61326133
Takedown53,-10.6441265
Weshmek,-10.64719937
Ranch,-10.6574152
Seanye,-10.67850454
Ace,-10.70471262
Andy,-10.77541243
Kietnam,-10.80212516
lovage805,-10.80305278
M. Peacecraft,-10.80635027
MattC,-10.80845764
Studebacher Hoch,-10.8267343
Poop,-10.83918222
Mr.E,-10.88345527
Kyle,-10.91451542
Coolkid,-10.92583401
Bob Thunder,-10.93369156
Ferriswheel,-10.94154499
EBND,-10.94244686
Dream,-10.94693467
Azor Ahai,-10.97319689
Uncle mojo,-10.9900962
Big Tasty,-11.06421056
Paulo,-11.07017149
9Volt,-11.07728599
Vish,-11.09772229
PlayThePeach,-11.17982365
Blitz,-11.19189003
Dope,-11.21772108
The Cheat,-11.25509215
Quiggles,-11.3152334
soup,-11.32025808
GayBoi,-11.34612807
Seal,-11.35277193
House Rat,-11.4547058
Wisely,-11.46607287
ericiscool.net,-11.4741879
Boggles,-11.47630385
Equi,-11.60657536
Nox,-11.68622194
Big-Beta,-11.72351037
Dusty,-11.7868704
Phoenix,-11.80814527
Speedie,-11.8307968
Slipnslide,-11.84753059
Sgt. Snuggles,-11.86274751
Rabbit,-11.89985656
Pie,-11.91947712
Mufasa,-11.9541786
Reeve,-11.96699478
MinZe,-11.99070485
Heartstrings,-12.0342145
MattDotZeb,-12.04172664
Sanz,-12.08066945
nagatani,-12.11166493
ThrownOrc,-12.12363718
S+ Hiro,-12.17330216
v a p o r d a v e,-12.17572851
joejoe,-12.22021661
SarthLIVE,-12.24594355
MOM!,-12.29906527
Sc0ut,-12.30434984
Coco,-12.35759296
gsubs200,-12.37762977
stretch,-12.3820116
Grayduck,-12.41907754
Cap,-12.4622607
Moragas,-12.46749056
ChiChi,-12.4976869
sickø,-12.54078171
Zane,-12.5463176
Bronson,-12.57618141
bye15,-12.57983226
mARry,-12.67765413
Zuppy,-12.69596068
Bread,-12.73513698
Jacket,-12.78173372
No More Mr. Nicefire,-12.80003703
Mob,-12.80479228
LekD.,-12.81237902
scarney,-12.83501133
Lax,-13.01135083
Aero,-13.01414469
Alyssian Rei,-13.04381534
True,-13.17825497
ChefTony,-13.21965542
DQJ,-13.28054146
2000bluntz,-13.43533899
Rose,-13.53494026
Somers,-13.56845639
bye16,-13.58774519
Wumbo,-13.58855264
valentine,-13.60948053
trilok,-13.61681955
Gambit,-13.74093093
Eldin,-13.79012677
Rat,-13.92524913
Jake,-13.93419302
Blahguy,-13.93467922
Singularity,-13.97760104
UserJoe,-13.98941332
Ludwig,-14.10771866
Tree,-14.21278672
JRL,-14.27338319
RandomNoob579,-14.27338319
Wonder,-14.39761825
Sage,-14.46546968
Babs,-14.49205169
olé,-14.49759743
thespymachine,-14.55118016
DIO,-14.64992718
brother rob,-14.68957342
Cream,-14.69699886
Calvin,-14.73626506
Jeremy,-14.8191731
Mortuary,-14.83222262
fish,-14.9621685
UFO,-14.97879616
SadSack,-15.14804286
Books,-15.19425683
$pud,-15.5102096
Ben,-15.52481293
Zayas,-15.56668149
salami,-15.74708023
Dingo,-15.80992989
Kafkah,-15.99123715
Jay,-16.11507778
JAB,-16.30961076
Cyan,-16.96462798
Reesch,-16.989543
Skerzo,-17.0199374
Big Cat,-17.03635715
Crash,-17.08565048
Kebin,-17.18497895
Broasty,-17.2849677
Revenant,-17.41659747
cooltigerdude,-17.577211
Kadence,-17.94154162
Pipe,-18.16773232
Leo,-18.27986749
regEx,-18.40182126
Chelly,-18.45517354
Judas,-18.74375371
BIG KID,-18.99426554
spite,-19.55487862
Bardon,-21.27281194
Jisu,-24.06958809
808BassBoost,-25.89511297
